1 66	2.1449101282656257e-05 0.0007451564828614009
53 126 2 40	0.02631578947368421 0.0007451564828614009
53 126 61	0.07692307692307693 0.0007451564828614009
56 20 18 18	0.027518756573345234 0.0007451564828614009
57	0.08928571428571429 0.0037257824143070045
57 30 34	0.375 0.0022354694485842027
57 30 85 12	0.09142857142857143 0.0029806259314456036
57 30 85 39	0.19629375428963625 0.0022354694485842027
57 30 85 40	0.09819360815192218 0.0022354694485842027
57 30 95	0.0039603960396039604 0.0022354694485842027
57 34 104 12	0.0625 0.0007451564828614009
57 34 104 40	0.00684931506849315 0.0007451564828614009
57 52 85 39	0.0859375 0.0014903129657228018
57 77 12	0.5594405594405595 0.004470938897168405
57 77 20 34	0.15384615384615385 0.0007451564828614009
57 77 39 99	0.014084507042253521 0.0007451564828614009
57 77 57	0.4166666666666667 0.0037257824143070045
57 77 67 61	0.2857142857142857 0.0007451564828614009
57 93 28	0.8305084745762712 0.0014903129657228018
57 93 53	0.6 0.0014903129657228018
57 93 75 53	0.24675324675324675 0.0014903129657228018
57 99 34	0.47058823529411764 0.0022354694485842027
57 99 85 39	0.2359375 0.0014903129657228018
57 99 95	0.029411764705882353 0.0014903129657228018
57 104 12	0.38461538461538464 0.004470938897168405
57 104 20 34	0.596078431372549 0.0022354694485842027
57 104 20 95	0.02585592011412268 0.0014903129657228018
57 104 39	0.8528735632183908 0.0037257824143070045
57 104 40	0.29411764705882354 0.0037257824143070045
57 104 67 61	0.24 0.0007451564828614009
57 104 73 40	0.5714285714285714 0.0014903129657228018
57 105 8 39	0.6666666666666666 0.0014903129657228018
57 105 8 40	0.6 0.0022354694485842027
57 105 10 53	0.75 0.0014903129657228018
57 105 12 52	0.05555555555555555 0.0007451564828614009
57 105 20 34	0.5700483091787439 0.0029806259314456036
57 105 20 95	0.015287898271181597 0.0022354694485842027
57 105 39	0.41044776119402987 0.0029806259314456036
57 105 40	0.8210862619808307 0.0029806259314456036
57 105 73 39	0.6666666666666666 0.0014903129657228018
57 117 33 33	1.0 0.0007451564828614009
57 117 52	0.631578947368421 0.0014903129657228018
57 117 52 92	1.0 0.0007451564828614009
57 117 77 40	0.030303030303030304 0.0007451564828614009
57 117 92 52	0.6666666666666666 0.0007451564828614009
57 117 104 12	0.0625 0.0007451564828614009
57 117 104 40	0.018404907975460124 0.0014903129657228018
57 118 10 28	0.5277777777777778 0.0014903129657228018
57 118 28 52	0.25 0.0007451564828614009
57 118 53	0.8870967741935484 0.0014903129657228018
57 118 75 40	0.13333333333333333 0.0014903129657228018
57 118 75 53	0.2608695652173913 0.0014903129657228018
57 118 110 40	0.2857142857142857 0.0014903129657228018
57 122 8 12	1.0 0.0007451564828614009
57 122 12	0.5316455696202531 0.05514157973174367
57 122 20	0.07832422586520947 0.0067064083457526085
57 122 20 18	0.011909313942688477 0.005216095380029807
57 122 20 27	0.017439925447646942 0.0029806259314456036
57 122 20 34	0.028752726551655762 0.012667660208643815
57 122 20 83	0.011889383034111531 0.005216095380029807
57 122 20 92	0.014748515297362718 0.0029806259314456036
57 122 20 95	0.001073201735877759 0.014903129657228018
57 122 20 117	0.00629458665547629 0.004470938897168405
57 122 35 80	0.0005509333183927687 0.0067064083457526085
57 122 39	0.24008810572687225 0.014903129657228018
57 122 39 52	0.07766990291262135 0.0014903129657228018
57 122 39 99	0.03770949720670391 0.0037257824143070045
57 122 40	0.12006578947368421 0.021609538002980627
57 122 44 12	0.05084745762711865 0.0022354694485842027
57 122 51 28	1.0 0.0014903129657228018
57 122 57	0.008285862247540134 0.0037257824143070045
57 122 73 12	1.0 0.0007451564828614009
57 122 88 40	0.13636363636363635 0.0022354694485842027
57 122 123 12	0.7272727272727273 0.005961251862891207
57 126 2 40	0.13609467455621302 0.0014903129657228018
57 126 61	0.36627906976744184 0.0022354694485842027
58 6 71 12	0.007692307692307693 0.0014903129657228018
58 8 8 40	0.42857142857142855 0.0014903129657228018
58 8 40	0.42857142857142855 0.0014903129657228018
58 8 123 12	1.0 0.005961251862891207
58 12 126 61	0.00411522633744856 0.0007451564828614009
58 16 81 40	0.03836317135549872 0.005216095380029807
58 20 34 99	0.013888888888888888 0.0007451564828614009
58 20 85 12	0.0972644376899696 0.0067064083457526085
58 20 85 39	0.08573818485989126 0.007451564828614009
58 20 85 40	0.07475905183641574 0.00819672131147541
58 20 86 61	0.027613412228796843 0.0014903129657228018
58 20 95	0.010542168674698794 0.005216095380029807
58 20 117	0.15789473684210525 0.0022354694485842027
58 24 89 12	0.0962566844919786 0.00819672131147541
58 24 89 39	0.046218487394957986 0.005216095380029807
58 24 89 40	0.04579025110782865 0.005216095380029807
58 24 89 57	0.00558659217877095 0.0007451564828614009
58 35 80 117	0.020833333333333332 0.0007451564828614009
58 35 100 12	0.021052631578947368 0.0014903129657228018
58 35 100 39	0.005698005698005698 0.0022354694485842027
58 35 100 40	0.01397712833545108 0.0014903129657228018
58 39	0.4 0.0014903129657228018
58 39 77 12	0.6870229007633588 0.0029806259314456036
58 39 99 117	0.45454545454545453 0.0014903129657228018
58 39 104 39	0.9174825174825175 0.0014903129657228018
58 39 104 40	0.429042904290429 0.0029806259314456036
58 39 105 39	0.6464646464646465 0.0014903129657228018
58 39 105 40	0.8801711840228246 0.0014903129657228018
58 39 117 52	0.9090909090909091 0.0014903129657228018
58 39 118 53	0.975609756097561 0.0014903129657228018
58 39 122 40	0.4 0.0007451564828614009
58 39 126 61	0.6338028169014085 0.0014903129657228018
58 40	0.4117647058823529 0.004470938897168405
58 40 27 27	0.5 0.0007451564828614009
58 40 27 92	0.625 0.0007451564828614009
58 40 77 12	0.258364312267658 0.011922503725782414
58 40 77 40	0.1686046511627907 0.005961251862891207
58 40 93 56	0.5 0.0007451564828614009
58 40 104 39	0.27633426966292135 0.0037257824143070045
58 40 104 40	0.11996644295302013 0.0067064083457526085
58 40 105 12	0.183206106870229 0.0037257824143070045
58 40 105 40	0.2882818116462976 0.004470938897168405
58 40 118 53	0.25654450261780104 0.0029806259314456036
58 40 121 56	0.4 0.0022354694485842027
58 40 122 57	0.3230769230769231 0.0022354694485842027
58 40 126 61	0.19341126461211477 0.0029806259314456036
58 43 81 39	0.16666666666666666 0.0014903129657228018
58 43 108 39	0.09090909090909091 0.0014903129657228018
58 44 12	1.0 0.0007451564828614009
58 45 110 39	0.001893939393939394 0.0007451564828614009
58 45 110 40	0.0016722408026755853 0.0007451564828614009
58 46 111 12	0.0172543135783946 0.014903129657228018
58 46 111 39	0.015199745344580615 0.013412816691505217
58 46 111 40	0.006524859715516116 0.014157973174366617
58 46 111 57	0.002284457229884085 0.005961251862891207
58 46 114 12	0.16666666666666666 0.0007451564828614009
58 49 114 12	0.16666666666666666 0.0007451564828614009
58 49 114 40	0.038461538461538464 0.0007451564828614009
58 51 0 12	1.0 0.0007451564828614009
58 51 116 40	0.3090909090909091 0.0037257824143070045
58 57 122 12	0.8 0.004470938897168405
58 57 122 40	0.40625 0.0037257824143070045
58 67 2 12	0.07142857142857142 0.0007451564828614009
58 73 8 40	0.375 0.0014903129657228018
58 73 123 12	1.0 0.005961251862891207
58 123 8 40	0.14285714285714285 0.0007451564828614009
58 123 12	1.0 0.026825633383010434
58 123 23 12	1.0 0.00819672131147541
58 123 57	0.1111111111111111 0.0007451564828614009
58 123 58 40	0.46875 0.004470938897168405
58 123 88 12	1.0 0.00819672131147541
62 101 12	0.24358974358974358 0.013412816691505217
62 101 20 34	0.04957264957264957 0.0029806259314456036
62 101 39	0.028761061946902654 0.004470938897168405
62 101 40	0.02359882005899705 0.005216095380029807
62 127 12	0.41304347826086957 0.026825633383010434
62 127 23 12	0.2 0.0007451564828614009
62 127 40	0.04524886877828054 0.0067064083457526085
62 127 45 28	0.05555555555555555 0.0007451564828614009
62 127 88 12	0.2 0.0007451564828614009
63 128 12	0.08020050125313283 0.020864381520119227
63 128 12 52	0.011627906976744186 0.0014903129657228018
63 128 12 117	0.004746835443037975 0.0022354694485842027
63 128 39	0.022222222222222223 0.005216095380029807
63 128 40	0.026737967914438502 0.011177347242921014
63 128 40 52	0.005449591280653951 0.0014903129657228018
63 128 40 117	0.0006199628022318661 0.0014903129657228018
63 128 44 39	0.058823529411764705 0.0014903129657228018
63 128 109 12	0.029411764705882353 0.0022354694485842027
65 0 12	1.0 0.0007451564828614009
65 0 58 40	1.0 0.0007451564828614009
65 116 12	0.5 0.0007451564828614009
65 116 40	0.3333333333333333 0.0007451564828614009
65 116 58 40	0.5 0.0007451564828614009
65 116 123 12	1.0 0.0007451564828614009
67 2 8 12	0.10526315789473684 0.0014903129657228018
67 2 8 40	0.125 0.0022354694485842027
67 2 12	0.6901840490797546 0.1512667660208644
67 2 16 52	0.06426735218508997 0.007451564828614009
67 2 20 34	0.05733944954128441 0.011922503725782414
67 2 20 95	0.0012304631253763384 0.010432190760059613
67 2 23 12	0.2711864406779661 0.0022354694485842027
67 2 23 40	0.018292682926829267 0.0022354694485842027
67 2 39	0.09333333333333334 0.005216095380029807
67 2 40	0.10596491228070175 0.03353204172876304
67 2 43 110	0.004629629629629629 0.0007451564828614009
67 2 50 12	0.3380281690140845 0.0022354694485842027
67 2 50 39	0.125 0.0007451564828614009
67 2 58 12	0.6666666666666666 0.0007451564828614009
67 2 58 40	0.11428571428571428 0.0022354694485842027
67 2 67 61	0.0796492071119654 0.03278688524590164
67 2 69 61	0.007575757575757576 0.0014903129657228018
67 2 73 12	0.125 0.0022354694485842027
67 2 73 40	0.11842105263157894 0.0029806259314456036
67 2 88 12	0.26229508196721313 0.0022354694485842027
67 2 88 40	0.017045454545454544 0.0022354694485842027
67 4 12	0.35135135135135137 0.0067064083457526085
67 4 16 56	1.0 0.0007451564828614009
67 4 40	0.06896551724137931 0.0029806259314456036
67 4 58 12	0.6 0.0007451564828614009
67 4 120 61	0.22857142857142856 0.0022354694485842027
67 6 71 12	0.03996003996003996 0.009687034277198211
67 6 71 21	0.000362844702467344 0.004470938897168405
67 6 71 39	0.028 0.004470938897168405
67 6 71 40	0.0078125 0.0029806259314456036
67 6 71 61	0.02276846679081316 0.05141579731743666
67 21	0.0070921985815602835 0.0007451564828614009
67 21 18	0.00030199315482182406 0.0014903129657228018
67 21 18 34	0.005981908374671724 0.009687034277198211
67 21 18 83	1.619600916771498e-05 0.0029806259314456036
67 21 27	0.001076426264800861 0.0007451564828614009
67 21 27 18	8.337988710363286e-05 0.0022354694485842027
67 21 27 34	0.020214030915576695 0.004470938897168405
67 21 34	0.059375 0.0067064083457526085
67 21 77 12	0.006688963210702341 0.0029806259314456036
67 21 83 18	7.783425836976026e-06 0.0037257824143070045
67 21 83 34	0.005681818181818182 0.00894187779433681
67 21 83 95	6.43859724428038e-05 0.005961251862891207
67 21 85 12	0.028129952456418382 0.019374068554396422
67 21 85 39	0.027697747511786275 0.019374068554396422
67 21 85 40	0.01579871269748391 0.01639344262295082
67 21 86 21	0.00048416558462994347 0.0007451564828614009
67 21 86 61	0.027808393387028403 0.011922503725782414
67 21 92	0.00099601593625498 0.0007451564828614009
67 21 92 83	0.00014720900919136252 0.0022354694485842027
67 21 95	0.000601368112455837 0.0037257824143070045
67 21 104 40	0.0025380710659898475 0.0007451564828614009
67 21 105 12	0.03278688524590164 0.0007451564828614009
67 21 126 61	0.01003792103502119 0.007451564828614009
67 55 40	0.5 0.0007451564828614009
67 61	0.0743801652892562 0.010432190760059613
67 61 18	0.0023990403838464614 0.004470938897168405
67 61 18 83	0.0018928031085410164 0.005961251862891207
67 61 27 27	0.008112094395280236 0.0029806259314456036
67 61 27 92	0.006825938566552901 0.0029806259314456036
67 61 30 95	0.028252611585944918 0.010432190760059613
67 61 34	0.1553398058252427 0.0067064083457526085
67 61 52 34	0.28363636363636363 0.00819672131147541
67 61 52 95	0.050335570469798654 0.00894187779433681
67 61 52 117	0.11711711711711711 0.00819672131147541
67 61 77 12	0.17880239520958083 0.020119225037257823
67 61 77 20	0.0012116316639741518 0.0014903129657228018
67 61 77 39	0.13293051359516617 0.00894187779433681
67 61 77 40	0.03780718336483932 0.013412816691505217
67 61 83	0.00234192037470726 0.004470938897168405
67 61 83 18	0.0006833572155933678 0.0067064083457526085
67 61 83 27	0.0010605777029134692 0.0029806259314456036
67 61 83 83	0.0005238876141735785 0.005961251862891207
67 61 85 12	0.03648068669527897 0.014903129657228018
67 61 85 39	0.02877101586549846 0.012667660208643815
67 61 85 40	0.018906559279230087 0.011922503725782414
67 61 86 61	0.036742800397219465 0.005961251862891207
67 61 92 27	0.006269592476489028 0.0037257824143070045
67 61 92 92	0.005275498241500586 0.0029806259314456036
67 61 93 28	0.2897406989853439 0.00894187779433681
67 61 95	0.00041126876413736374 0.0029806259314456036
67 61 99 34	0.20922570016474465 0.007451564828614009
67 61 99 117	0.14130434782608695 0.00819672131147541
67 61 104 12	0.10628465804066543 0.010432190760059613
67 61 104 39	0.2799186305365779 0.010432190760059613
67 61 104 40	0.10231590374525058 0.01639344262295082
67 61 104 57	0.03176295033041995 0.00894187779433681
67 61 105 12	0.051054384017758046 0.01713859910581222
67 61 105 39	0.14731970690320093 0.020864381520119227
67 61 105 40	0.2678300229296328 0.010432190760059613
67 61 117 52	0.11804384485666104 0.00894187779433681
67 61 117 99	0.009569377990430622 0.0007451564828614009
67 61 118 28	0.2048780487804878 0.0067064083457526085
67 61 118 53	0.29842731108553894 0.00894187779433681
67 61 121 53	0.14285714285714285 0.0007451564828614009
67 61 122 39	0.24731182795698925 0.009687034277198211
67 61 122 40	0.020114942528735632 0.0029806259314456036
67 61 122 57	0.2526539278131635 0.00819672131147541
67 61 126 61	0.1407262627301718 0.020119225037257823
69 2 12	0.35135135135135137 0.0067064083457526085
69 2 23 12	0.25 0.0007451564828614009
69 2 40	0.02666666666666667 0.0014903129657228018
69 2 67 61	0.019498607242339833 0.0022354694485842027
69 2 88 12	0.25 0.0007451564828614009
69 2 121 56	0.5 0.0007451564828614009
69 4 12	1.0 0.014157973174366617
69 4 40	0.5714285714285714 0.0022354694485842027
69 6 71 12	0.047058823529411764 0.0007451564828614009
69 6 71 39	0.02197802197802198 0.0007451564828614009
69 6 71 61	0.008315210438787258 0.005961251862891207
69 21 77 12	0.011695906432748537 0.0007451564828614009
69 21 85 12	0.06279069767441861 0.0029806259314456036
69 21 85 20	0.02272126816380449 0.0007451564828614009
69 21 85 39	0.10772997551591465 0.0029806259314456036
69 21 85 40	0.0487229862475442 0.0022354694485842027
69 21 86 61	0.05225225225225225 0.0022354694485842027
69 21 95 28	0.2 0.0014903129657228018
69 61 104 57	0.00423728813559322 0.0007451564828614009
69 61 105 12	0.016129032258064516 0.0014903129657228018
69 61 121 53	1.0 0.0007451564828614009
69 61 126 61	0.008676789587852495 0.0014903129657228018
73 6 71 12	0.051094890510948905 0.0022354694485842027
73 6 71 39	0.007936507936507936 0.0014903129657228018
73 8 8 12	0.5488808111727569 0.007451564828614009
73 8 8 39	0.13340505648197956 0.0007451564828614009
73 8 8 40	0.6172807805880087 0.005961251862891207
73 8 12	0.6338028169014085 0.02384500745156483
73 8 12 27	0.05263157894736842 0.0014903129657228018
73 8 20 95	0.0012856618097220522 0.0022354694485842027
73 8 39	0.14960629921259844 0.0029806259314456036
73 8 40	0.5724137931034483 0.005961251862891207
73 8 50 12	1.0 0.0014903129657228018
73 8 73 12	0.5566816816816816 0.00819672131147541
73 8 73 39	0.13333333333333333 0.0007451564828614009
73 8 73 40	0.5952263170912688 0.0067064083457526085
73 10 75 12	0.16666666666666666 0.0014903129657228018
73 10 75 39	0.02702702702702703 0.0007451564828614009
73 10 75 40	0.019230769230769232 0.0007451564828614009
73 12	0.36363636363636365 0.0029806259314456036
73 12 77 12	0.32432432432432434 0.004470938897168405
73 12 104 39	0.4816149963950973 0.0014903129657228018
73 12 105 12	0.3793103448275862 0.0037257824143070045
73 12 105 40	0.4966442953020134 0.0029806259314456036
73 16 81 12	0.17073170731707318 0.005216095380029807
73 16 81 40	0.034055727554179564 0.0037257824143070045
73 16 108 39	0.02666666666666667 0.0014903129657228018
73 20	0.06666666666666667 0.0007451564828614009
73 20 85 12	0.06921241050119331 0.0067064083457526085
73 20 85 20	0.15500574596092748 0.0007451564828614009
73 20 85 39	0.0166333998669328 0.004470938897168405
73 20 85 40	0.01591723040191007 0.004470938897168405
73 20 86 21	0.16272332206663448 0.0007451564828614009
73 20 95	0.0006947660954145438 0.0014903129657228018
73 20 105 20	0.23728813559322035 0.0007451564828614009
